participant_id,session_id,registration_date,university_name_proper,major_category,course
490,4,2023-12-06 22:24:30.744,Baku Higher Oil School,STEM,Foundation
491,10,2024-12-24 13:50:41.049,Baku Higher Oil School,STEM,1
492,10,2024-12-24 22:35:18.841,Baku Higher Oil School,Business & Economics,4
493,12,2025-03-12 16:04:15.500,Azerbaijan State University of Economics (UNEC),Business & Economics,3
494,4,2023-12-05 14:10:14.367,Baku Higher Oil School,Business & Economics,Foundation
495,1,2023-10-14 18:48:22.212,Baku Higher Oil School,Business & Economics,Foundation
495,2,2023-11-01 19:03:51.197,Baku Higher Oil School,Business & Economics,Foundation
495,6,2024-02-09 19:17:38.506,Baku Higher Oil School,Business & Economics,Foundation
495,7,2024-03-02 19:37:32.665,Baku Higher Oil School,Business & Economics,Foundation
495,9,2024-10-03 10:04:50.391,Baku Higher Oil School,Business & Economics,2
496,6,2024-02-09 20:00:15.782,Baku Higher Oil School,STEM,2
497,2,2023-11-02 11:35:28.719,Baku Higher Oil School,STEM,1
498,3,2023-11-19 15:30:58.101,Baku Higher Oil School,STEM,1
499,12,2025-03-12 15:16:34.820,Baku Higher Oil School,STEM,1
500,9,2024-10-04 19:31:36.609,Azerbaijan University of Architecture and Construction,STEM,3
501,10,2024-12-24 13:54:02.759,Baku Higher Oil School,Business & Economics,Foundation
502,6,2024-02-11 17:20:53.248,Baku Higher Oil School,Business & Economics,Foundation
503,4,2023-12-06 17:42:02.798,Baku Higher Oil School,Business & Economics,Foundation
504,3,2023-11-19 15:04:43.928,Baku Higher Oil School,STEM,Foundation
504,4,2023-12-05 16:03:54.111,Baku Higher Oil School,STEM,Foundation
504,6,2024-02-09 19:04:59.587,Baku Higher Oil School,STEM,Foundation
504,8,2024-05-31 12:48:47.444,Baku Higher Oil School,STEM,Foundation
505,5,2023-12-28 00:02:26.065,Azerbaijan Technical University,STEM,2
506,12,2025-03-13 19:49:23.326,Azerbaijan State University of Economics (UNEC),"Arts, Humanities & Social Sciences",4
507,9,2024-10-03 12:01:19.381,Baku Higher Oil School,STEM,Foundation
508,9,2024-10-03 19:13:57.115,Baku Higher Oil School,STEM,Foundation
509,11,2025-01-27 18:54:00.659,Baku Higher Oil School,STEM,Foundation
510,9,2024-10-03 10:02:59.072,Baku Higher Oil School,STEM,2
510,11,2025-01-30 08:58:08.461,Baku Higher Oil School,STEM,1
511,1,2023-10-14 19:05:26.697,Baku Higher Oil School,STEM,Foundation
511,3,2023-11-19 16:51:27.074,Baku Higher Oil School,STEM,Foundation
511,4,2023-12-05 14:11:01.228,Baku Higher Oil School,STEM,Foundation
511,8,2024-06-05 22:52:35.025,Baku Higher Oil School,STEM,Foundation
512,1,2023-10-14 18:39:18.911,Baku Higher Oil School,STEM,Foundation
512,2,2023-11-01 20:28:36.894,Baku Higher Oil School,STEM,Foundation
513,4,2023-12-06 21:53:36.933,Azerbaijan State Oil and Industry University,STEM,2
514,6,2024-02-15 15:23:58.502,Azerbaijan State Oil and Industry University,STEM,2
515,9,2024-10-03 18:41:27.552,Baku Higher Oil School,STEM,Foundation
515,10,2024-12-26 10:38:28.825,Baku Higher Oil School,STEM,Foundation
515,12,2025-03-12 15:15:36.654,Baku Higher Oil School,STEM,Foundation
515,13,2025-05-19 17:24:30.195,Baku Higher Oil School,STEM,Foundation
516,1,2023-10-15 22:22:43.707,Baku Higher Oil School,STEM,Foundation
517,10,2024-12-24 22:36:55.596,Baku Higher Oil School,Business & Economics,1
518,8,2024-05-31 11:51:27.757,Baku Higher Oil School,STEM,3
519,11,2025-01-27 19:21:56.728,Baku Higher Oil School,STEM,Foundation
520,10,2024-12-24 16:32:46.725,Baku Higher Oil School,STEM,Foundation
521,6,2024-02-10 18:22:02.417,Baku Engineering University,STEM,4
522,6,2024-02-10 20:45:00.542,Baku Engineering University,STEM,4
523,12,2025-03-12 16:12:42.197,Baku Higher Oil School,STEM,Foundation
524,1,2023-10-14 18:45:15.930,Baku Higher Oil School,STEM,1
524,3,2023-11-19 15:53:07.965,Baku Higher Oil School,STEM,1
525,7,2024-03-06 13:33:55.167,Azerbaijan State Oil and Industry University,STEM,2
526,5,2023-12-26 18:52:47.616,Baku Higher Oil School,STEM,2
526,11,2025-01-27 20:50:19.942,Baku Higher Oil School,STEM,2
527,1,2023-10-14 18:57:06.560,Baku Higher Oil School,STEM,2
528,7,2024-03-02 18:59:36.493,Baku Engineering University,STEM,1
529,7,2024-03-02 19:33:20.081,Baku Higher Oil School,Business & Economics,2
530,2,2023-11-01 19:03:24.940,Baku Higher Oil School,Business & Economics,1
531,1,2023-10-14 18:40:28.689,Baku Higher Oil School,Business & Economics,1
532,3,2023-11-19 15:08:28.150,Baku Higher Oil School,Business & Economics,1
533,12,2025-03-12 17:18:28.707,Azerbaijan State Oil and Industry University,STEM,1
534,2,2023-11-01 19:58:05.547,Baku Higher Oil School,STEM,2
535,12,2025-03-12 16:13:01.920,Azerbaijan Technical University,Business & Economics,4
536,11,2025-01-27 19:12:12.869,Baku Higher Oil School,STEM,Foundation
537,7,2024-03-05 18:12:03.516,Baku Higher Oil School,STEM,3
538,3,2023-11-19 17:55:23.021,Baku Higher Oil School,STEM,2
538,5,2023-12-26 16:45:26.918,Baku Higher Oil School,STEM,3
539,4,2023-12-05 15:43:23.909,Baku Higher Oil School,STEM,Foundation
539,5,2023-12-27 17:26:48.079,Baku Higher Oil School,STEM,Foundation
539,8,2024-05-31 01:03:40.572,Baku Higher Oil School,STEM,Foundation
540,1,2023-10-16 16:31:25.340,Baku Higher Oil School,STEM,Foundation
541,2,2023-11-03 19:03:52.288,Baku Higher Oil School,Business & Economics,Foundation
542,3,2023-11-19 17:43:24.130,Baku Higher Oil School,Business & Economics,Foundation
543,10,2024-12-24 16:56:24.462,Baku Higher Oil School,STEM,1
544,5,2023-12-28 16:46:17.094,Baku Higher Oil School,STEM,Foundation
545,1,2023-10-15 22:58:54.999,Baku Higher Oil School,STEM,Foundation
546,2,2023-11-01 19:03:06.972,Baku Higher Oil School,STEM,Foundation
547,8,2024-05-31 16:11:02.690,Baku Higher Oil School,STEM,Foundation
548,4,2023-12-05 15:28:40.188,Baku Higher Oil School,STEM,Foundation
549,6,2024-02-09 19:07:26.922,Baku Higher Oil School,STEM,Foundation
549,7,2024-03-05 18:20:29.059,Baku Higher Oil School,STEM,Foundation
550,12,2025-03-13 07:36:57.663,Baku Higher Oil School,STEM,1
551,11,2025-01-28 00:25:06.677,Baku Higher Oil School,STEM,1
552,7,2024-03-02 18:55:55.823,Baku Higher Oil School,STEM,Foundation
553,6,2024-02-14 09:30:57.304,Middle East Technical University,STEM,1
554,1,2023-10-14 19:17:37.699,Baku Higher Oil School,STEM,Foundation
554,2,2023-11-01 19:02:55.596,Baku Higher Oil School,STEM,Foundation
554,3,2023-11-19 15:36:44.113,Baku Higher Oil School,STEM,Foundation
554,4,2023-12-05 14:03:05.920,Baku Higher Oil School,STEM,Foundation
554,5,2023-12-26 15:33:09.443,Baku Higher Oil School,STEM,Foundation
554,6,2024-02-09 20:14:04.689,Baku Higher Oil School,STEM,Foundation
554,7,2024-03-02 18:36:27.631,Baku Higher Oil School,STEM,Foundation
554,8,2024-06-03 19:43:35.398,Baku Higher Oil School,STEM,Foundation
554,9,2024-10-03 09:56:18.168,Baku Higher Oil School,STEM,2
554,10,2024-12-24 14:00:36.220,Baku Higher Oil School,STEM,1
554,11,2025-01-27 18:28:05.747,Baku Higher Oil School,STEM,1
554,12,2025-03-12 15:11:17.443,Baku Higher Oil School,STEM,1
555,11,2025-01-27 22:45:01.833,Turkey-Azerbaijan University,STEM,2
556,1,2023-10-15 22:17:53.417,Baku Higher Oil School,STEM,Foundation
556,3,2023-11-19 16:02:30.157,Baku Higher Oil School,STEM,Foundation
556,9,2024-10-03 12:47:55.785,Baku Higher Oil School,STEM,2
557,11,2025-01-28 10:58:31.275,Baku Engineering University,STEM,1
558,4,2023-12-05 15:07:41.519,Baku Engineering University,STEM,1
559,9,2024-10-03 11:38:44.690,Baku Higher Oil School,STEM,Foundation
559,13,2025-05-19 17:32:33.758,Baku Higher Oil School,STEM,Foundation
560,8,2024-05-31 14:29:01.561,Azerbaijan State University of Economics (UNEC),Business & Economics,2
560,11,2025-01-27 23:24:47.013,Azerbaijan State University of Economics (UNEC),Business & Economics,3
561,12,2025-03-12 16:27:58.417,Azerbaijan State University of Economics (UNEC),Business & Economics,3
562,9,2024-10-03 00:23:22.807,Baku Higher Oil School,STEM,2
563,3,2023-11-19 17:27:41.185,Baku Higher Oil School,STEM,Foundation
564,10,2024-12-24 17:47:21.502,Baku Higher Oil School,STEM,1
565,4,2023-12-06 18:49:27.989,Baku Higher Oil School,STEM,Foundation
565,5,2023-12-26 15:33:05.705,Baku Higher Oil School,STEM,Foundation
565,6,2024-02-13 11:56:16.171,Baku Higher Oil School,STEM,Foundation
565,7,2024-03-02 18:36:37.754,Baku Higher Oil School,STEM,Foundation
565,8,2024-05-31 04:06:51.969,Baku Higher Oil School,STEM,Foundation
566,2,2023-11-01 19:04:55.326,Baku Higher Oil School,STEM,Foundation
567,8,2024-05-31 14:12:46.860,Baku Higher Oil School,STEM,3
568,4,2023-12-05 17:53:25.847,Baku State University,STEM,1
569,3,2023-11-19 18:29:32.154,Baku State University,STEM,1
570,3,2023-11-19 15:18:57.428,Baku Higher Oil School,STEM,1
570,4,2023-12-05 14:14:09.069,Baku Higher Oil School,STEM,1
570,5,2023-12-26 15:47:44.529,Baku Higher Oil School,STEM,1
571,6,2024-02-09 19:02:37.591,Baku Higher Oil School,STEM,1
572,11,2025-01-27 22:25:14.900,Baku State University,"Arts, Humanities & Social Sciences",1
573,9,2024-10-04 17:40:53.738,Baku State University,"Arts, Humanities & Social Sciences",1
573,11,2025-01-27 22:25:42.157,Baku State University,"Arts, Humanities & Social Sciences",1
574,9,2024-10-03 17:24:57.909,Baku Higher Oil School,STEM,1
574,10,2024-12-24 14:34:36.292,Baku Higher Oil School,STEM,Foundation
575,4,2023-12-06 02:24:23.415,Azerbaijan State University of Economics (UNEC),Business & Economics,1
576,3,2023-11-20 12:22:03.231,Baku Higher Oil School,STEM,Foundation
576,4,2023-12-05 14:15:21.308,Baku Higher Oil School,STEM,Foundation
577,1,2023-10-18 08:47:55.307,Baku Higher Oil School,STEM,Foundation
577,2,2023-11-04 20:09:06.297,Baku Higher Oil School,STEM,Foundation
577,6,2024-02-09 19:23:48.679,Baku Higher Oil School,STEM,Foundation
578,9,2024-10-03 16:14:04.481,Baku Higher Oil School,STEM,Foundation
578,13,2025-05-19 17:32:57.990,Baku Higher Oil School,STEM,Foundation
579,3,2023-11-19 19:26:15.878,Baku Higher Oil School,STEM,Foundation
579,4,2023-12-05 15:35:28.917,Baku Higher Oil School,STEM,Foundation
579,10,2024-12-24 16:39:09.564,Baku Higher Oil School,STEM,1
580,1,2023-10-14 19:24:48.603,Baku Higher Oil School,STEM,Foundation
580,9,2024-10-04 16:57:38.063,Baku Higher Oil School,STEM,2
581,9,2024-10-03 10:07:33.183,Baku Higher Oil School,STEM,Foundation
582,9,2024-10-03 10:12:00.907,Baku Higher Oil School,STEM,Foundation
583,11,2025-01-30 11:14:59.440,Azerbaijan State University of Economics (UNEC),STEM,2
584,10,2025-01-30 11:13:28.713,Azerbaijan State University of Economics (UNEC),STEM,2
585,12,2025-03-12 15:23:07.269,Baku Higher Oil School,STEM,Foundation
586,4,2023-12-05 15:39:35.384,Azerbaijan Technical University,STEM,2
587,9,2024-10-03 10:16:16.427,Baku Higher Oil School,STEM,Foundation
588,13,2025-05-18 17:41:46.049,Baku Higher Oil School,STEM,Foundation
589,10,2024-12-24 13:08:27.904,Baku Higher Oil School,STEM,Foundation
589,11,2025-01-28 12:46:09.457,Baku Higher Oil School,STEM,Foundation
589,12,2025-03-12 15:30:30.139,Baku Higher Oil School,STEM,Foundation
590,9,2024-10-03 16:16:44.219,Baku Higher Oil School,STEM,Foundation
590,13,2025-05-19 19:11:25.327,Baku Higher Oil School,STEM,Foundation
591,1,2023-10-16 23:13:21.851,Baku Higher Oil School,STEM,Foundation
591,6,2024-02-11 21:09:29.526,Baku Higher Oil School,STEM,Foundation
592,3,2023-11-19 15:08:39.334,Baku Higher Oil School,STEM,Foundation
593,3,2023-11-20 16:19:36.273,Baku Higher Oil School,STEM,Foundation
593,5,2023-12-26 15:43:06.204,Baku Higher Oil School,STEM,Foundation
593,8,2024-05-30 21:19:22.894,Baku Higher Oil School,STEM,Foundation
594,8,2024-06-03 13:24:50.442,Baku Higher Oil School,STEM,2
595,11,2025-01-28 17:11:39.900,Baku Engineering University,STEM,3
596,11,2025-01-28 17:18:12.460,Baku Engineering University,STEM,3
597,1,2023-10-15 22:08:08.596,Baku Higher Oil School,Business & Economics,Foundation
597,13,2025-05-19 21:04:20.277,Baku Higher Oil School,Business & Economics,2
598,2,2023-11-01 20:41:49.779,Baku Higher Oil School,STEM,1
598,3,2023-11-20 20:36:29.916,Baku Higher Oil School,STEM,2
599,3,2023-11-19 15:56:16.163,Azerbaijan State University of Economics (UNEC),Business & Economics,2
600,1,2023-10-14 18:39:22.686,Baku Higher Oil School,STEM,1
601,3,2023-11-19 16:30:00.524,Baku Higher Oil School,STEM,Foundation
602,12,2025-03-12 16:17:29.194,Baku Higher Oil School,STEM,1
603,10,2024-12-26 20:22:24.311,Baku Higher Oil School,STEM,Foundation
604,5,2023-12-28 20:42:19.348,Baku Higher Oil School,STEM,2
605,3,2023-11-20 20:13:41.036,Baku Higher Oil School,STEM,1
606,6,2024-02-12 02:36:55.896,Baku Higher Oil School,STEM,2
607,5,2023-12-28 13:12:36.468,Baku Higher Oil School,STEM,2
608,6,2024-02-11 23:14:28.384,Baku Higher Oil School,STEM,Foundation
609,10,2024-12-24 12:29:46.362,Baku Higher Oil School,STEM,Foundation
610,6,2024-02-09 21:16:38.838,Baku Higher Oil School,STEM,1
611,1,2023-10-14 18:49:02.540,Baku Higher Oil School,STEM,Foundation
611,9,2024-10-03 17:42:37.017,Baku Higher Oil School,STEM,Foundation
611,11,2025-01-28 15:37:13.578,Baku Higher Oil School,STEM,Foundation
611,13,2025-05-19 22:59:34.754,Baku Higher Oil School,STEM,Foundation
612,2,2023-11-01 19:09:08.678,Baku Higher Oil School,STEM,Foundation
612,3,2023-11-21 00:59:06.402,Baku Higher Oil School,STEM,Foundation
613,1,2023-10-14 18:54:39.201,Baku Higher Oil School,STEM,Foundation
613,9,2024-10-03 09:57:56.564,Baku Higher Oil School,STEM,2
614,4,2023-12-05 18:36:01.278,Baku Higher Oil School,STEM,Foundation
615,3,2023-11-22 01:03:01.605,Baku Higher Oil School,STEM,Foundation
615,12,2025-03-12 16:18:21.674,Baku Higher Oil School,STEM,1
616,4,2023-12-06 21:45:21.246,Baku State University,Education & Environmental Studies,1
617,8,2024-06-03 21:51:27.998,Baku State University,Education & Environmental Studies,1
618,9,2024-10-04 16:07:26.934,Baku Higher Oil School,STEM,Foundation
618,10,2024-12-24 13:16:31.890,Baku Higher Oil School,STEM,Foundation
619,4,2023-12-05 17:01:19.787,Baku Business University,Business & Economics,2
620,5,2023-12-26 18:23:19.803,Baku Higher Oil School,STEM,2
621,1,2023-10-14 19:24:03.597,Baku Higher Oil School,Business & Economics,Foundation
622,10,2024-12-26 01:06:37.208,Baku Higher Oil School,STEM,3
623,5,2023-12-27 21:38:01.763,Baku Higher Oil School,STEM,2
623,6,2024-02-10 12:45:41.259,Baku Higher Oil School,STEM,2
624,12,2025-03-13 11:38:25.273,Azerbaijan State University of Economics (UNEC),Business & Economics,1
625,13,2025-05-18 23:00:58.374,Baku Higher Oil School,STEM,3
626,9,2024-10-03 18:52:47.891,Baku Higher Oil School,STEM,Foundation
626,13,2025-05-19 22:58:51.744,Baku Higher Oil School,STEM,Foundation
627,11,2025-01-27 18:30:58.472,Baku Higher Oil School,Business & Economics,Foundation
628,10,2024-12-24 12:27:53.647,Baku Higher Oil School,Business & Economics,Foundation
628,12,2025-03-13 11:36:30.814,Baku Higher Oil School,Business & Economics,Foundation
629,9,2024-10-03 10:13:07.794,Baku Higher Oil School,Business & Economics,Foundation
630,12,2025-03-13 11:20:56.380,Baku Higher Oil School,STEM,Foundation
631,13,2025-05-19 20:08:18.517,Baku Higher Oil School,STEM,Foundation
632,9,2024-10-03 14:19:57.222,Baku Higher Oil School,Business & Economics,Foundation
633,8,2024-05-30 21:33:49.900,Baku Higher Oil School,STEM,Foundation
634,11,2025-01-28 13:07:40.265,Azerbaijan Technical University,STEM,2
635,6,2024-02-09 21:25:45.598,Baku Higher Oil School,STEM,Foundation
635,9,2024-10-03 01:00:16.828,Baku Higher Oil School,STEM,2
636,11,2025-01-27 18:52:21.023,Baku Higher Oil School,STEM,Foundation
637,9,2024-10-03 10:07:00.010,Baku Higher Oil School,STEM,Foundation
638,10,2024-12-24 13:52:32.312,Baku Higher Oil School,STEM,Foundation
639,4,2023-12-05 18:12:26.838,Azerbaijan State University of Economics (UNEC),Business & Economics,1
640,4,2023-12-05 16:23:21.367,Baku Higher Oil School,STEM,Foundation
640,11,2025-01-27 18:35:35.289,Baku Higher Oil School,STEM,1
641,9,2024-10-03 20:35:03.848,Baku Higher Oil School,STEM,2
641,10,2024-12-24 14:57:10.741,Baku Higher Oil School,STEM,1
642,3,2023-11-19 15:43:11.838,Baku Higher Oil School,STEM,Foundation
643,1,2023-10-14 23:13:45.575,Baku Higher Oil School,STEM,Foundation
643,2,2023-11-01 20:04:18.036,Baku Higher Oil School,STEM,Foundation
643,5,2023-12-26 18:21:20.455,Baku Higher Oil School,STEM,Foundation
643,6,2024-02-09 19:05:29.206,Baku Higher Oil School,STEM,Foundation
643,7,2024-03-02 18:40:45.550,Baku Higher Oil School,STEM,Foundation
644,1,2023-10-15 22:10:58.042,Baku Higher Oil School,STEM,Foundation
645,2,2023-11-01 19:09:30.989,Baku Higher Oil School,STEM,Foundation
646,3,2023-11-20 12:21:41.466,Baku Higher Oil School,STEM,Foundation
646,11,2025-01-28 10:31:23.662,Baku Higher Oil School,STEM,1
646,12,2025-03-12 19:16:14.493,Baku Higher Oil School,STEM,1
647,1,2023-10-18 08:47:58.991,Baku Higher Oil School,STEM,Foundation
648,1,2023-10-14 19:31:32.151,Baku Higher Oil School,STEM,Foundation
648,2,2023-11-01 20:09:28.954,Baku Higher Oil School,STEM,Foundation
648,3,2023-11-19 15:04:24.861,Baku Higher Oil School,STEM,Foundation
648,5,2023-12-26 18:24:41.196,Baku Higher Oil School,STEM,Foundation
649,12,2025-03-14 12:06:35.533,Baku Higher Oil School,STEM,Foundation
650,4,2023-12-06 20:13:14.535,Azerbaijan State Pedagogical University,Education & Environmental Studies,1
651,10,2024-12-24 15:50:19.567,Baku Higher Oil School,STEM,Foundation
652,2,2023-11-02 21:47:03.672,Baku Higher Oil School,STEM,Foundation
652,3,2023-11-20 12:27:25.473,Baku Higher Oil School,STEM,Foundation
652,4,2023-12-07 17:47:22.216,Baku Higher Oil School,STEM,Foundation
653,5,2023-12-27 03:17:59.208,Baku Higher Oil School,Business & Economics,1
654,1,2023-10-16 12:01:31.287,Baku Higher Oil School,Business & Economics,Foundation
654,4,2023-12-06 21:41:08.823,Baku Higher Oil School,Business & Economics,Foundation
655,1,2023-10-16 11:59:38.239,Baku Higher Oil School,Business & Economics,Foundation
655,3,2023-11-19 15:13:36.915,Baku Higher Oil School,Business & Economics,Foundation
656,10,2024-12-24 12:26:50.247,Baku Higher Oil School,Business & Economics,2
657,8,2024-06-03 11:44:13.705,Baku Engineering University,STEM,2
658,11,2025-01-29 19:49:06.181,Baku Higher Oil School,STEM,Foundation
659,10,2024-12-24 14:16:31.170,Baku Higher Oil School,STEM,Foundation
659,12,2025-03-12 15:15:17.106,Baku Higher Oil School,STEM,Foundation
660,4,2023-12-05 14:05:57.020,Baku Higher Oil School,STEM,Foundation
660,5,2023-12-26 15:37:01.348,Baku Higher Oil School,STEM,Foundation
660,6,2024-02-09 19:10:12.221,Baku Higher Oil School,STEM,Foundation
660,8,2024-05-30 21:48:20.044,Baku Higher Oil School,STEM,Foundation
661,2,2023-11-01 19:08:30.686,Baku Higher Oil School,STEM,Foundation
662,9,2024-10-03 16:29:43.649,Baku Higher Oil School,STEM,Foundation
663,3,2023-11-19 15:05:08.975,Baku Higher Oil School,STEM,Foundation
663,13,2025-05-19 18:15:09.509,Baku Higher Oil School,STEM,2
664,1,2023-10-14 19:25:47.394,Baku Higher Oil School,STEM,Foundation
665,11,2025-01-27 22:25:23.675,Karabakh University,"Arts, Humanities & Social Sciences",1
666,1,2023-10-16 18:04:00.245,Baku Higher Oil School,Business & Economics,Foundation
667,1,2023-10-14 19:44:13.316,Baku Higher Oil School,Business & Economics,Foundation
668,6,2024-02-09 20:18:34.943,National Aviation Academy,STEM,1
669,5,2023-12-28 09:17:52.592,National Aviation Academy,STEM,1
669,10,2024-12-25 22:25:08.812,National Aviation Academy,STEM,2
670,11,2025-01-28 18:24:18.628,National Aviation Academy,STEM,2
671,10,2024-12-26 10:28:03.584,Baku State University,"Arts, Humanities & Social Sciences",1
672,9,2024-10-03 10:14:29.810,Baku State University,"Arts, Humanities & Social Sciences",1
673,9,2024-10-03 00:36:43.752,Baku Higher Oil School,STEM,2
673,10,2024-12-25 16:10:25.065,Baku Higher Oil School,STEM,1
673,11,2025-01-27 19:20:51.345,Baku Higher Oil School,STEM,1
674,6,2024-02-10 15:58:18.238,Baku Higher Oil School,STEM,Foundation
675,11,2025-01-27 18:43:11.623,Baku Higher Oil School,Business & Economics,2
676,1,2023-10-14 18:40:44.591,Baku Higher Oil School,STEM,Foundation
677,1,2023-10-16 21:52:07.433,Baku Higher Oil School,STEM,Foundation
677,9,2024-10-04 10:49:25.174,Baku Higher Oil School,STEM,2
678,12,2025-03-12 16:02:42.562,Baku Higher Oil School,STEM,Foundation
678,13,2025-05-19 17:35:36.132,Baku Higher Oil School,STEM,Foundation
679,7,2024-03-03 21:07:12.537,Baku Higher Oil School,STEM,Foundation
680,8,2024-05-31 20:38:44.393,Baku Higher Oil School,STEM,Foundation
681,11,2025-01-28 11:08:00.000,Azerbaijan State University of Economics (UNEC),Business & Economics,3
682,4,2023-12-06 00:13:04.712,Azerbaijan State University of Economics (UNEC),Business & Economics,2
682,8,2024-05-31 14:30:58.679,Azerbaijan State University of Economics (UNEC),Business & Economics,2
683,11,2025-01-27 23:31:27.858,Azerbaijan State University of Economics (UNEC),Business & Economics,3
684,9,2024-10-03 10:29:08.384,Baku Higher Oil School,STEM,Foundation
685,4,2023-12-05 16:05:08.089,Baku Higher Oil School,Business & Economics,Foundation
686,2,2023-11-01 19:03:12.963,Baku Higher Oil School,Business & Economics,Foundation
686,11,2025-01-28 16:51:00.347,Baku Higher Oil School,Business & Economics,1
687,1,2023-10-15 12:39:27.533,Baku Higher Oil School,STEM,Foundation
687,8,2024-05-31 23:11:41.738,Baku Higher Oil School,STEM,Foundation
688,6,2024-02-09 19:58:07.555,Baku Higher Oil School,STEM,2
689,3,2023-11-19 15:02:34.476,Baku Higher Oil School,STEM,1
689,7,2024-03-04 10:33:31.323,Baku Higher Oil School,STEM,2
690,6,2024-02-11 23:12:18.600,Baku Engineering University,STEM,1
691,9,2024-10-04 19:40:17.541,Baku Higher Oil School,STEM,2
692,4,2023-12-05 18:05:21.291,Azerbaijan State University of Economics (UNEC),Business & Economics,1
693,2,2023-11-02 00:27:27.817,Baku Higher Oil School,STEM,Foundation
693,4,2023-12-07 17:40:52.202,Baku Higher Oil School,STEM,Foundation
694,1,2023-10-15 22:09:42.779,Baku Higher Oil School,STEM,Foundation
694,3,2023-11-21 19:19:04.360,Baku Higher Oil School,STEM,Foundation
694,8,2024-06-05 21:55:06.100,Baku Higher Oil School,STEM,Foundation
694,12,2025-03-13 12:21:09.087,Baku Higher Oil School,STEM,1
695,9,2024-10-04 22:07:54.835,Azerbaijan State Oil and Industry University,STEM,1
695,10,2024-12-24 14:41:08.527,Azerbaijan State Oil and Industry University,STEM,1
696,10,2024-12-25 20:47:50.477,Baku State University,"Arts, Humanities & Social Sciences",2
697,13,2025-05-19 23:20:06.573,Baku Higher Oil School,STEM,2
698,1,2023-10-14 19:32:25.906,Baku Higher Oil School,STEM,Foundation
698,9,2024-10-03 09:52:29.475,Baku Higher Oil School,STEM,2
699,11,2025-01-28 17:16:52.819,Azerbaijan State University of Economics (UNEC),Business & Economics,3
700,5,2023-12-27 20:59:50.864,Baku State University,"Arts, Humanities & Social Sciences",1
701,11,2025-01-27 19:30:38.728,Baku Higher Oil School,STEM,Foundation
702,12,2025-03-12 15:15:19.854,Baku Higher Oil School,STEM,Foundation
703,9,2024-10-03 10:35:19.436,Baku Higher Oil School,STEM,Foundation
703,10,2024-12-24 14:23:29.088,Baku Higher Oil School,STEM,Foundation
704,9,2024-10-03 09:55:54.943,Baku Higher Oil School,STEM,Foundation
705,9,2024-10-03 16:34:03.375,Baku Higher Oil School,STEM,Foundation
706,10,2024-12-24 12:33:22.323,Baku Higher Oil School,STEM,Foundation
706,11,2025-01-27 23:46:05.760,Baku Higher Oil School,STEM,Foundation
706,12,2025-03-12 15:16:16.029,Baku Higher Oil School,STEM,Foundation
707,11,2025-01-28 00:41:38.640,Baku Higher Oil School,STEM,Foundation
707,12,2025-03-12 15:17:14.435,Baku Higher Oil School,STEM,Foundation
707,13,2025-05-18 17:50:05.883,Baku Higher Oil School,STEM,Foundation
708,2,2023-11-01 22:22:18.306,Baku Higher Oil School,Business & Economics,Foundation
709,3,2023-11-19 19:05:13.820,ADA University,Business & Economics,3
710,6,2024-02-09 21:23:16.579,Baku Higher Oil School,Business & Economics,Foundation
711,4,2023-12-05 15:30:12.461,Baku Higher Oil School,Business & Economics,Foundation
711,7,2024-03-02 21:19:39.358,Baku Higher Oil School,Business & Economics,Foundation
712,2,2023-11-01 19:12:49.399,Baku Higher Oil School,STEM,2
713,3,2023-11-19 15:05:48.355,Baku Higher Oil School,STEM,Foundation
714,2,2023-11-01 19:18:58.040,Baku Higher Oil School,STEM,Foundation
715,6,2024-02-09 21:14:01.425,National Aviation Academy,STEM,2
716,5,2023-12-26 15:35:25.835,Baku Higher Oil School,STEM,Foundation
717,3,2023-11-21 19:20:14.511,National Aviation Academy,STEM,1
718,4,2023-12-05 16:59:12.960,National Aviation Academy,STEM,1
719,13,2025-05-19 20:07:05.042,Baku Higher Oil School,STEM,2
720,3,2023-11-19 15:13:17.648,Baku Higher Oil School,STEM,Foundation
721,12,2025-03-12 15:13:59.004,Baku Higher Oil School,STEM,Foundation
722,10,2024-12-24 12:28:32.227,Baku Higher Oil School,STEM,Foundation
722,11,2025-01-27 18:51:16.387,Baku Higher Oil School,STEM,Foundation
722,13,2025-05-19 19:38:52.204,Baku Higher Oil School,STEM,Foundation
723,10,2024-12-24 16:07:25.155,Azerbaijan University of Languages,"Arts, Humanities & Social Sciences",2
724,2,2023-11-01 20:15:31.058,Baku Higher Oil School,STEM,1
724,5,2023-12-26 12:02:29.993,Baku Higher Oil School,STEM,1
725,2,2023-11-01 20:13:50.141,Baku Higher Oil School,STEM,Foundation
725,3,2023-11-21 10:42:50.709,Baku Higher Oil School,STEM,Foundation
725,4,2023-12-05 18:44:10.863,Baku Higher Oil School,STEM,Foundation
725,6,2024-02-09 19:34:37.143,Baku Higher Oil School,STEM,Foundation
725,8,2024-06-06 00:53:03.173,Baku Higher Oil School,STEM,Foundation
725,12,2025-03-12 17:50:12.697,Baku Higher Oil School,STEM,1
726,11,2025-01-27 22:24:30.973,Baku State University,"Arts, Humanities & Social Sciences",1
727,1,2023-10-18 05:24:03.860,Baku Higher Oil School,STEM,4
728,9,2024-10-03 10:34:25.874,Baku Higher Oil School,STEM,Foundation
729,9,2024-10-04 13:41:03.747,Baku Higher Oil School,STEM,3
